Obs,Study,Authors,Year_.online.,Year_.print.,Title,Journal,Pub_year_IF,X2017_IF,Average_n,Effect_type,Species,Climate_.FishBase.,Env_cue.stimulus.,Cue.stimulus_type,Behavioural_metric,Life_stage,ctrl.n,ctrl.mean,ctrl.sd,oa.n,oa.mean,oa.sd,InRR,InRR_V
334,a34,Bender et al,2015,2015,Effects of ?Reduced? and ?Business-As-Usual? CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,5,Weak,Pomacentrus_wardi,Trop,Yes,Food,"Feeding rate, bare substrate",Adult,5,7.811,11.6432,5,8.047,8.9979,0.029766355,0.694447144
149,a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus_amboinensis,Trop,No,NA,"Change in feeding strikes, water, Fig 4",Juvenile,15,-4.932,10.5035,15,-6.904,16.2355,0.336356368,0.671035024
135,a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus_amboinensis,Trop,No,NA,"Change in line crosses, na?ve tutor, water, Fig 2",Juvenile,17,-6,13.9155,17,-7,16.4924,0.15415068,0.642936813
147,a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus_amboinensis,Trop,No,NA,"Change in area use, water, Fig 3",Juvenile,23,0.359,0.8057,23,0.287,0.8632,-0.223840173,0.612299479
378,a36,Faliero et al,2015,2015,Seahorses under a changing ocean: the impact of warming and acidification on the behaviour and physiology of a poor-swimming bony-armoured fish?,Conserv Physiol,NA,3.46,6,Strong,Hippocampus_guttulatus<ca>,Temp,No,NA,% swimming,Adult,6,9.082,15.278,6,8.333,7.639,-0.086070897,0.61171041
284,a27,Chivers et al,2013,2014,Impaired learning of predators and lower prey survival under elevated CO2: a consequence of neurotransmitter interference,Glob Change Biol,8.224,8.997,14,Strong,Pomacentrus_amboinensis,Trop,Yes,Predator,"Prop change line crosses, Day 5, predator",Juvenile,14,0.454,0.2582,14,0.064,0.1833,-1.959214115,0.609021375
666,a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,13,Strong,Dicentrarchus_labrax,Subtrop,No,NA,"Baseline activity, 14 days",Juvenile,13,52.3692,59.9273,14,30.9286,81.7807,-0.52663731,0.600134155
212,a22,L?nnstedt et al,2013,2013,Ocean acidification and responses to predators: can sensory redundancy reduce the apparent impacts of elevated CO2 on fish?,Ecol Evol,1.658,2.34,28,Strong,Pomacentrus_amboinensis,Trop,Yes,Predator,"Mean change bite rate, conspecific skin, Fig1",Larvae,29,18.121,16.9417,29,2.181,8.8101,-2.117288,0.592808752
344,a34,Bender et al,2015,2015,Effects of ?Reduced? and ?Business-As-Usual? CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,5,Weak,Pomacentrus_wardi,Trop,Yes,Food,"Feeding rate, cyanobacteria eipphytic",Adult,5,-6.39,4.7628,5,-18.225,28.0492,1.04806001,0.584845399
348,a34,Bender et al,2015,2015,Effects of ?Reduced? and ?Business-As-Usual? CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,5,Weak,Pomacentrus_wardi,Trop,Yes,Food,"Feeding rate, Cladophora",Adult,5,-5.449,3.7052,5,-11.361,17.4659,0.734754332,0.565166622
597,a70,Sundin et al,2017,2017,Long-term exposure to elevated carbon dioxide does not alter activity levels of a coral reef fish in response to predator chemical cues,Behav Ecol & Sociobiol,2.473,2.473,24,No,Acanthochromis_polyacanthus,Trop,Yes,Predator,"Change in swim distance, predator",Juvenile,19,74.534,194.93,21,109.317,222.012,0.382996521,0.556401262
430,a43,Pistevos et al,2015,2015,Ocean acidification and global warming impair shark hunting behaviour and growth,Sci Rep,5.228,4.122,6,Strong,Heterodontus_portusjacksoni,Subtrop,Yes,Prey,Food consumption rate,Adult,4,0.719,0.72,4,0.826,0.9123,0.138733416,0.555664591
84,a5,Ferrari et al,2011,2011,Putting prey and predator into the CO 2 equation ? qualitative and quantitative effects of ocean acidification on predator?prey interactions,Ecol Lett,17.557,9.137,18,Strong,Pomacentrus_nagasakiensis,Trop,Yes,Prey,"Prey selectivity, large recruits",Adult,20,37.923,50.9153,20,10.846,32.906,-1.25176144,0.550364742
280,a27,Chivers et al,2013,2014,Impaired learning of predators and lower prey survival under elevated CO2: a consequence of neurotransmitter interference,Glob Change Biol,8.224,8.997,14,Strong,Pomacentrus_amboinensis,Trop,Yes,Predator,"Prop change line crosses, Day 1, predator",Juvenile,14,0.382,0.2133,14,0.095,0.2582,-1.391543717,0.54990976
343,a34,Bender et al,2015,2015,Effects of ?Reduced? and ?Business-As-Usual? CO2 Emission Scenarios on the Algal Territories of the Damselfish Pomacentrus wardi (Pomacentridae),PloS One,3.057,2.766,5,Weak,Pomacentrus_wardi,Trop,Yes,Food,"Feeding rate, cyanobacteria",Adult,5,19.881,15.3484,5,14.201,20.1112,-0.336452117,0.520315231
665,a79,Porteus et al,2018,2018,Near-future CO2 levels impair the olfactory system of a marine fish,Nat Clim Change,19.181,19.181,13,Strong,Dicentrarchus_labrax,Subtrop,No,NA,"Baseline activity, 7 days",Juvenile,14,50.8286,72.3095,14,36.0143,77.4984,-0.344543106,0.475315226
526,a61,Cattano et al,2017,2017,Ocean acidification does not impair predator recognition but increases juvenile growth in a temperate wrasse off CO2 seeps,Mar Env Res,3.159,3.159,15,No,Symphodus_ocellatus,Subtrop,Yes,Predator,"prop time in predator cue, Fig 4",Larvae,17,0.2856,0.2389,10,0.2822,0.5787,-0.011976191,0.461685295
409,a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus_aculeatus,Subtrop,Yes,Mimicked predator,"Time to freeze, Day 10",Adult,15,3.344,7.2895,15,4.033,5.7344,0.187342821,0.451571033
583,a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,16,No,Gasterosteus_aculeatus,Subtrop,Yes,Mate,Number of bites at female,Adult,18,17.1111,37.5639,18,10.2778,17.4754,-0.509741146,0.428353101
136,a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus_amboinensis,Trop,Yes,Predator,"Change in line crosses, na?ve tutor, predator, Fig 2",Juvenile,17,-4.875,9.7924,17,-9,15.977,0.613104473,0.422722313
56,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Pomacentrus_wardi,Trop,Yes,Predator,"% time in cue, day 1, 550ppm (Fig 2b)",Larvae,10,1.972,3.662,10,3.944,3.169,0.693147181,0.409405209
57,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Pomacentrus_wardi,Trop,Yes,Predator,"% time in cue, day 1, 700ppm (Fig 2b)",Larvae,10,1.972,3.662,10,2.817,2.254,0.356624233,0.408866868
360,a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,8,Strong,Mustelus_canis,Subtrop,Yes,Food,"Mean bumps, Mid CO2, preferred side",Adult,8,34.884,37.273,8,13.566,19.7339,-0.944461609,0.407211283
695,a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia_badia,Temp,Yes,Shelter,"% time floating, 8 weeks, ctrl/ctrl vs OA/OA",Juvenile,5,20.922,8.7229,5,31.206,42.0247,0.399809147,0.397478177
584,a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,16,No,Gasterosteus_aculeatus,Subtrop,Yes,Mate,Number of mating attempts,Adult,17,1.1765,0.5286,18,2.9444,7.7571,0.917361132,0.397470791
85,a5,Ferrari et al,2011,2011,Putting prey and predator into the CO 2 equation ? qualitative and quantitative effects of ocean acidification on predator?prey interactions,Ecol Lett,17.557,9.137,18,Strong,Pomacentrus_chrysurus,Trop,Yes,Prey,"Prey selectivity, large recruits",Adult,20,36.077,49.5378,20,14.538,35.7771,-0.908889632,0.397082485
412,a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus_aculeatus,Subtrop,Yes,Mimicked predator,"Freezing duration, Day 20",Adult,14,4.465,7.2313,13,2.352,3.8134,-0.641003184,0.389565407
134,a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus_amboinensis,Trop,Yes,Predator,"Change in feeding strikes, experienced tutor, predator, Fig 2",Juvenile,17,-45.965,21.6999,17,-4.912,12.2951,-2.236199046,0.381662044
637,a74,Goldenberg et al,2018,2018,Ecological complexity buffers the impacts of future climate on marine consumers,Nat Clim Change,19.181,19.181,105,Weak,Not_provided,Not provided,Yes,Predator,"Risk taking (density-stndardized), predator",Not provided,9,0.1592,0.2355,8,0.2674,0.2812,0.518584391,0.381373138
648,a77,McCormick et al,2018,2018,Effect of elevated CO2 and small boat noise on the kinematics of predator?prey interactions,Proc R Soc B,4.847,4.847,19,Strong,Pseudochromis_fuscus,Trop,Yes,Prey,Attack rate,Adult,19,0.049,0.0654,19,0.187,0.4359,1.339288319,0.379739134
577,a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,16,No,Gasterosteus_aculeatus,Subtrop,Yes,Habitat,"Time fanning, female free",Adult,18,18.4444,23.0504,18,62.1111,142.4656,1.214163916,0.379053871
156,a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus_amboinensis,Trop,Yes,Predator,"Change in area use, predator, Fig 4",Juvenile,15,-2.751,1.6576,15,-0.596,1.3633,-1.529479094,0.373022157
82,a5,Ferrari et al,2011,2011,Putting prey and predator into the CO 2 equation ? qualitative and quantitative effects of ocean acidification on predator?prey interactions,Ecol Lett,17.557,9.137,18,Strong,Pomacentrus_moluccensis,Trop,Yes,Prey,"Prey selectivity, large recruits",Adult,20,7.692,17.8885,20,41.615,59.1708,1.688279851,0.37150493
576,a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,16,No,Gasterosteus_aculeatus,Subtrop,Yes,Habitat,"Time zig-zag, female free",Adult,18,63,140.8687,18,8.5556,10.7003,-1.996548687,0.364663386
5,a1,Munday et al,2009,2009,Ocean acidification impairs olfactory discrimination and homing ability of marine fish.,PNAS,9.432,9.504,27,Strong,Amphiprion_percula,Trop,Yes,Kin,% time in Parent vs Seawater cue,Larvae,30,0.912,2.996,20,99.818,0.0045,4.695463817,0.359726711
726,a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys_stigmaeus,Subtrop,No,NA,"Posture, baseline, pre, Mid CO2",Juvenile,36,0.204,0.492,36,0.179,0.474,-0.130734188,0.356354158
414,a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus_aculeatus,Subtrop,No,NA,"% time HB, pre attack, day 10",Adult,15,9.9,13.4369,15,6.2,11.3621,-0.467985465,0.346704852
427,a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus_aculeatus,Subtrop,Yes,Mimicked predator,"% time OB post attack, day 20",Adult,14,4.6,8.7814,13,12.1,12.601,0.967149149,0.343730731
596,a70,Sundin et al,2017,2017,Long-term exposure to elevated carbon dioxide does not alter activity levels of a coral reef fish in response to predator chemical cues,Behav Ecol & Sociobiol,2.473,2.473,24,No,Acanthochromis_polyacanthus,Trop,Yes,Predator,"Change in swim duration, predator",Juvenile,19,2.95,5.2612,21,3.453,6.4523,0.157438248,0.333677429
321,a32,Pimentel et al,2014,2014,Impact of ocean acidification in the metabolism and swimming behavior of the dolphinfish (Coryphaena hippurus) early larvae,Mar Biol,2.391,2.215,10,Strong,Coryphaena_hippurus,Subtrop,No,NA,Orientation frequency,Larvae,10,0.8,0.633,10,0.299,0.49,-0.984168154,0.331172885
567,a67,Pistevos et al,2016,2017,Antagonistic effects of ocean acidification and warming on hunting sharks,Oikos,4.03,3.709,17,Strong,Heterodontus_portusjacksoni,Subtrop,Yes,Prey,Time to accept food,Larvae,14,42.106,38.1799,6,17.651,22.1532,-0.869397809,0.321261619
210,a21,Jutfelt et al,2013,2013,Behavioural Disturbances in a Temperate Fish Exposed to Sustained High-CO2 Levels,PLOS One,3.534,2.766,21,Strong,Gasterosteus_aculeatus,Subtrop,Yes,Shelter,Escape time 20 days,Adult,20,27.261,54.891,20,36.047,55.4679,0.279366533,0.321106374
366,a35,Dixson et al,2014,2015,Odor tracking in sharks is reduced under future ocean acidification conditions,Glob Change Biol,8.044,8.997,8,Strong,Mustelus_canis,Subtrop,Yes,Food,"Mean bites, Mid CO2, non-preferred side",Adult,8,4.738,3.4818,8,0.369,0.5233,-2.552573741,0.318899918
304,a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Pomacentrus_moluccensis,Trop,Yes,Shelter,Mean % time in shelter,Juvenile,10,88.652,11.2134,10,6.383,11.2134,-2.631080387,0.310220538
83,a5,Ferrari et al,2011,2011,Putting prey and predator into the CO 2 equation ? qualitative and quantitative effects of ocean acidification on predator?prey interactions,Ecol Lett,17.557,9.137,18,Strong,Pomacentrus_amboinensis,Trop,Yes,Prey,"Prey selectivity, large recruits",Adult,20,18.231,31.6493,20,31.154,55.043,0.535819206,0.306767256
389,a38,Heinrich et al,2015,2016,Foraging behaviour of the epaulette shark Hemiscyllium ocellatum is not affected by elevated CO2,ICES J Mar Sci,2.626,2.906,11,No,Hemiscyllium_ocellatum,Trop,Yes,Habitat,"Total activity (line crosses), High CO2",Adult,10,169.9455,184.7208,10,193.4727,258.7406,0.12965862,0.296994504
547,a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,40,Strong,Amphiprion_percula,Trop,Yes,Predator,"% time in cue, Fig 2, 750 +- 300 uatm",Juvenile,24,14.161,29.2615,24,19.379,32.5741,0.313698298,0.295633021
696,a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia_badia,Temp,Yes,Shelter,"% time floating, 12 weeks, ctrl/ctrl vs OA/OA",Juvenile,4,46.099,43.262,3,67.376,31.939,0.379497614,0.295081126
474,a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis_viridis,Subtrop,Yes,Kin,"Activity (turns per min), group, 1000 uatm",Not provided,10,10.95,16.662,10,8.674,6.1949,-0.233009411,0.282546994
473,a51,Nadler et al,2016,2016,Effect of elevated carbon dioxide on shoal familiarity and metabolism in a coral reef fish,Conserv Physiol,2.323,3.46,15,No,Chromis_viridis,Subtrop,Yes,Kin,"Activity (turns per min), group, 750 uatm",Not provided,10,10.959,16.662,10,10.376,7.2985,-0.054665589,0.2806373
146,a11,Ferrari et al,2012,2012,Effects of Ocean Acidification on Learning in Coral Reef Fishes,PLOS One,3.73,2.766,17,Strong,Pomacentrus_amboinensis,Trop,Yes,Predator,"Change in line crosses, predator, Fig 3",Juvenile,23,-19.924,14.6081,23,-9.264,22.5164,-0.765789114,0.280218679
78,a5,Ferrari et al,2011,2011,Putting prey and predator into the CO 2 equation ? qualitative and quantitative effects of ocean acidification on predator?prey interactions,Ecol Lett,17.557,9.137,18,Strong,Pomacentrus_moluccensis,Trop,Yes,Prey,"Prey selectivity, small recruits",Adult,18,19.296,31.981,14,25.025,32.7171,0.259977505,0.274696009
51,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Amphiprion_percula,Trop,Yes,Predator,"% time in cue, day 3, 700ppm (Fig 2a)",Larvae,10,1.00E-04,1.00E-04,10,12.394,16.338,11.72755286,0.273769999
716,a83,Sswat et al,2018,2018,"Growth performance and survival of larval Atlantic herring, under the combined effects of elevated temperatures and CO2",PloS One,2.766,2.766,9,No,Clupea_harengus,Temp,No,NA,"Mean activity (size standardized), 28 days",Larvae,6,7288.3971,8116.3356,6,7667.7496,4864.1553,0.050739524,0.273752885
728,a87,Andrade et al,2018,2018,Behavioral responses of a coastal flatfish to predation-associated cues and elevated CO2,J Sea Res,1.729,1.729,36,No,Citharichthys_stigmaeus,Subtrop,Yes,Predator,"Posture, baseline, cue, Mid CO2",Juvenile,36,0.274,0.516,36,0.235,0.588,-0.153542592,0.272420251
80,a5,Ferrari et al,2011,2011,Putting prey and predator into the CO 2 equation ? qualitative and quantitative effects of ocean acidification on predator?prey interactions,Ecol Lett,17.557,9.137,18,Strong,Pomacentrus_nagasakiensis,Trop,Yes,Prey,"Prey selectivity, small recruits",Adult,18,18.392,34.5393,14,28.04,28.2046,0.421716275,0.268197692
418,a42,Naslund et al,2015,2015,Behavioural responses to simulated bird attacks in marine three-spined sticklebacks after exposure to high CO2 levels,Mar Freshw Res,1.583,1.674,14,No,Gasterosteus_aculeatus,Subtrop,No,NA,"% time OB, pre attack, day 10",Adult,15,7.8,9.2873,15,4.8,7.7064,-0.485507816,0.266356526
307,a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Dascyllus_aruanus,Trop,Yes,Shelter,Mean line crosses,Juvenile,10,67.273,57.4965,10,20.909,28.7483,-1.168579279,0.262088591
59,a3,Munday et al,2010,2010,Replenishment of fish populations is threatened by ocean acidification,PNAS,9.771,9.504,18,Strong,Pomacentrus_wardi,Trop,Yes,Predator,"% time in cue, day 2, 550ppm (Fig 2b)",Larvae,10,3.099,3.944,10,5.07,5.07,0.492261339,0.261968537
308,a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Pomacentrus_moluccensis,Trop,Yes,Shelter,Mean line crosses,Juvenile,10,63.636,63.2456,10,13.636,17.2502,-1.540465994,0.258811531
546,a64,Jarrold et al,2017,2017,Diel CO2 cycles reduce severity of behavioural abnormalities in coral reef fish under ocean acidification,Sci Rep,4.122,4.122,40,Strong,Amphiprion_percula,Trop,Yes,Predator,"% time in cue, Fig 2, 750 uatm",Juvenile,24,14.161,29.2615,24,26.832,36.3993,0.639103498,0.254585068
693,a81,Rodriguez-Dominguez et al,2018,2018,Irreversible behavioural impairment of fish starts early: Embryonic exposure to ocean acidification,Mar Poll Bull,3.241,3.241,4,Weak,Vincentia_badia,Temp,Yes,Shelter,"% time swimming, 12 weeks, ctrl/ctrl vs OA/OA",Juvenile,4,53.546,43.972,3,15.957,7.9848,-1.210643493,0.252057539
579,a69,Sundin et al,2017,2017,No effect of elevated carbon dioxide on reproductive behaviors in the three-spined stickleback,Behav Ecol,3.347,3.347,16,No,Gasterosteus_aculeatus,Subtrop,Yes,Habitat,"# times gluing on nest, female free",Adult,18,1.2778,1.8726,18,1.6667,2.5668,0.265705774,0.251078073
318,a31,Munday et al,2014,2014,Behavioural impairment in reef fishes caused by ocean acidification at CO2 seeps,Nat Clim Change,14.547,19.181,11,Strong,Cheilodipterus_quinquelineatus,Trop,Yes,Shelter,Time to emerge from shelter,Juvenile,10,7.658,0.8538,10,0.901,1.423,-2.140000874,0.250679653
